index,date,Pressure,Humidity,Temperature,NO_s,NO2_s,O3_s,CO_s,NO,NO2,O3,CO,Hour,Day_of_week,Day_of_month,Month,Day,is_weekday,daypart,Season,NO_lag_feature,NO2_lag_feature,CO_lag_feature,O3_lag_feature,NO_rolling_mean,NO2_rolling_mean,CO_rolling_mean,O3_rolling_mean,NO_rolling_min,NO2_rolling_min,CO_rolling_min,O3_rolling_min,NO_rolling_max,NO2_rolling_max,CO_rolling_max,O3_rolling_max,NO_rolling_std,NO2_rolling_std,CO_rolling_std,O3_rolling_std
2130,2019-05-29 00:00:00,100699.67075471698,23.562529716981132,30.17822169811321,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.11053406978773593,0.012049685596652907,0.00327525,0.04917695885580951,0,2,29,5,Wednesday,1,3,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.03576502920391304,0.00722079117561617,0.08450511182666821,0.0019776405214408837,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1151749500000001,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.028879027400019366,0.0024405941120336175,0.029338328194881212,0.0023400705276802737
2131,2019-05-29 01:00:00,100699.67075471698,23.562529716981132,30.17822169811321,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.11053406978773593,0.012049685596652907,0.00327525,0.04917695885580951,1,2,29,5,Wednesday,1,3,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.036839596640270734,0.007321248801973303,0.0845059099830502,0.001955009330696883,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1151749500000001,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.029954822251208272,0.002463788737644361,0.029337355886567232,0.0023006524763054315
2132,2019-05-29 02:00:00,100295.39431739431,28.678042619542623,28.147013167013167,0.0659276219512195,0.00035150000000000003,0.0012954879999999,0.08724375,0.12473311333256323,0.006326691843381863,0.0025018286525915027,0.06887802086163089,2,2,29,5,Wednesday,1,3,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.03808320030930495,0.007353575550315302,0.08471192753532619,0.0019291555510053463,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.12473311333256323,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.03139257954269468,0.0024321352460410046,0.029154984132426138,0.0022589480049070017
2133,2019-05-29 03:00:00,100294.89704823615,22.630625269978403,33.7703599712023,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068,0.065424638888889,3,2,29,5,Wednesday,1,3,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.03996008662385096,0.007384509803167307,0.08488197235871946,0.0019066059335372072,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.03483863158509109,0.0024002795378733404,0.028992246269185264,0.0022176428787921984
2134,2019-05-29 04:00:00,100315.01940352138,20.455755300035932,32.84347826086956,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068,0.065424638888889,4,2,29,5,Wednesday,1,0,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.04183697293839698,0.0074154440560193135,0.0850520171821127,0.001884056316069068,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.03787923127826474,0.0023675863131735956,0.02882757618112026,0.0021753189562083953
2135,2019-05-29 05:00:00,100297.58976207643,21.590472242249458,29.399354722422494,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862067994,0.065424638888889,5,2,29,5,Wednesday,1,0,1,0.11053406978773593,0.012049685596652907,0.04917695885580951,0.00327525,0.043713859252943,0.007446378308871318,0.08522206200550593,0.0018615066986009288,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.04060556347196899,0.002334020378277659,0.028660940563729507,0.002131915560949546
2136,2019-05-29 06:00:00,100434.71567567567,23.34621189189189,27.655416216216217,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068,0.065424638888889,6,2,29,5,Wednesday,1,0,1,0.12473311333256323,0.006326691843381863,0.06887802086163089,0.0025018286525915027,0.04559074556748902,0.007477312561723323,0.08539210682889918,0.0018389570811327895,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.04307733880653729,0.0022995435172222327,0.028492304931176018,0.002087365356423129
2137,2019-05-29 07:00:00,100445.52344877346,24.294374458874458,28.654227994227995,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068,0.065424638888889,7,2,29,5,Wednesday,1,0,1,0.1779288555555554,0.0062097222222223,0.065424638888889,0.0032948275862068,0.04746763188203503,0.00750824681457533,0.08556215165229243,0.0018164074636646502,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.04533621249689451,0.002264114116928997,0.028321633557383957,0.002041593269426969
2138,2019-05-29 08:00:00,100499.91285559957,24.788057976233347,30.378905293482177,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068003,0.065424638888889,8,2,29,5,Wednesday,1,0,1,0.1779288555555554,0.0062097222222223,0.065424638888889,0.0032948275862068,0.049344518196581054,0.007539181067427335,0.08573219647568568,0.0017938578461965111,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.04741262405316978,0.0022276867299623865,0.02814888941326985,0.0019945151788695287
2139,2019-05-29 09:00:00,100639.88612612612,25.155255495495496,32.75996756756757,0.0659276219512195,0.0003515,0.0012954879999999,0.08724375,0.1779288555555554,0.0062097222222223,0.0032948275862068,0.065424638888889,9,2,29,5,Wednesday,1,0,1,0.1779288555555554,0.0062097222222223,0.065424638888889,0.0032948275862067994,0.051221404511127076,0.00757011532027934,0.08590224129907893,0.0017713082287283718,0.02027040513368984,0.003611244982653841,0.04910033584313711,0.0005527412222222,0.1779288555555554,0.0124255344827586,0.11529482578720661,0.010322410001941111,0.04932961977133132,0.0021902115616348147,0.027974034099793186,0.0019460363033894817
